,title,time
365,香港建业集团发力装配式建筑16.5亿收购中民筑友全部股权(553),2019-07-22
366,香港远东发展正积极寻找大湾区的投资机会(868),2019-07-21
367,美联物业料香港二手市场平均楼价升3%至5%(248),2019-07-17
368,2019年上半年香港华润置地销售增速滑坡(445),2019-07-16
369,香港华润置地2019年上半年销售额超1188亿6月新增10宗地(...,2019-07-15
370,2019上半年香港私楼租金按季度升5%创近5年来最大升幅(603),2019-07-10
371,绿地香港2019年上半年销售额256.05亿同比增长近七成(301),2019-07-08
372,香港港A两地地产股普涨百强房企2019年6月销售环比增速超23%...,2019-07-04
373,香港太古地产拟拓展印尼豪宅市场(66),2019-07-02
374,香港建业地产5.274亿出售信阳天恒50.31%股权(432),2019-06-28
375,香港旭辉8.95亿引入恒基兆业共同开发合肥滨湖地块(573),2019-06-26
376,香港宝新金融为宝新实业引资12.36亿元用于房地产项目(452),2019-06-25
377,香港建业地产7.21亿元收购河南洛阳住总60%股权(425),2019-06-25
378,香港2019年5月成交创近3年新高内地房企在港积极布局(1959),2019-06-24
379,香港建业地产7.21亿收购洛阳住总60%股权(394),2019-06-24
380,2019年6月24日香港港股缩量收涨地产股领衔走高(409),2019-06-24
381,香港港股物管股普涨中海物业股价盘中创历史新高(245),2019-06-20
382,2019年6月20日香港港股物管股普涨-中海物业股价盘中创历史新...,2019-06-20
383,香港华润置地2019年1-5月销售额超903亿租金收入同比增三成...,2019-06-12
384,北京链家置地发生工商变更引入香港股东持股5%(215),2019-06-11
385,香港华润置地2019年5月销售213亿元斥资103亿收购10幅地...,2019-06-11
386,2019年香港楼价连升四个月成交显着回升(759),2019-06-03
387,香港拟200亿港元购置物业提供福利设施首批或2020年底运作(411),2019-06-03
388,香港拟200亿港元购置物业提供福利设施首批或2020年底运作(411),2019-06-03
389,2019年4月升幅逾6年最大-香港官方楼价指数迫近历史高位(583),2019-05-31
390,香港私楼价格2019年1-4月楼价升8.65%连升4个月(329),2019-05-31
391,2019年4月香港私人住宅价格指数升至390.5(329),2019-05-31
392,截止2019年4月香港私人住宅价格连升4个月(331),2019-05-31
393,莱坊称深圳楼价十年内将追及香港(1116),2019-05-30
394,香港银行家会所将搬离中环置地广场新址租金便宜四成(392),2019-05-27
395,上海新力控股赴港IPO募资用途包含为现有项目融资等三方面(688),2019-05-25
396,香港金辉18.88亿连夺廊坊两地块加仓京津冀布局(476),2019-05-24
397,香港新居屋和白居二将接受申请(289),2019-05-23
398,高银金融斥资111亿港元再获香港九龙启德一宗地(595),2019-05-16
399,标价200亿-香港李嘉诚又要卖掉内地大型综合体(1331),2019-05-16
400,香港李嘉诚欲清仓上海商业地产200亿旗舰项目待出售(1851),2019-05-15
401,香港楼市再燃103人抢1套房三年后恐现土地供应断层(1389),2019-05-11
402,香港楼市冰火两重天(345),2019-05-11
403,香港楼市疯了每平米售价近42万港元机构看好大湾区房价(997),2019-05-08
404,香港2019年4月二手居屋买卖686宗成交额创近24年历史新高(...,2019-05-08
405,香港龙光地产2019年4月合约销售额73亿元(288),2019-05-06
406,绿地香港与盛开体育签订三年战略合作协议(498),2019-05-06
407,楼宇安全研讨会2019在香港举行(385),2019-05-04
408,香港楼市连升3个月令人大跌眼镜分析称破顶之势几乎没有悬念(1101),2019-05-02
409,成交价14.5亿港元香港出现2019年最大豪宅交易(948),2019-04-25
410,香港达飞控股金融服务贡献全年大半利润催收合作方被端(1371),2019-04-24
411,绿地香港以4.83亿斩获浙江桐乡一宗地(362),2019-04-18
412,香港平均楼价120万美元贵绝全球(364),2019-04-12
413,香港地产股随市跌惟新世界发展逆市反弹近1%(386),2019-04-12
414,香港中环超甲级写字楼租金按季度下跌0.4%(601),2019-04-11
415,2019年清明节期间香港二手楼市畅旺成交量站稳双位数(925),2019-04-08
416,香港旭辉2019年1季度销售额约344亿完成年度目标超18%(358),2019-04-08
417,应对业务需求香港帝皇地产集团正式登陆北京(502),2019-04-02
418,香港佳兆业发行3.5亿美元票据用于现有债务再融资(412),2019-04-02
419,绿地香港拟调整债务结构2019年将压缩境外债占比(1087),2019-04-01
420,"香港拟征收一手楼""空置税""(650)",2019-04-01
421,绿地香港2018年实现净利润17.4亿元同比增长32%(651),2019-04-01
422,绿地香港2018年销售额同比增26%2019年目标销售500亿元...,2019-03-30
423,绿地香港2018年销售业绩未达目标核心净利增三成(1155),2019-03-30
424,香港世茂与泰禾达成战略合作2019年目标2100亿(1735),2019-03-28
425,宝龙在香港召开2018年度业绩发布会(1846),2019-03-26
426,香港华润置地锁定年内结算营业额近千亿土储满足3年发展(501),2019-03-26
427,深圳佳兆业郭英成称2019年底净负债率拟降到200%以下(202),2019-03-26
428,深圳佳兆业主席郭英成谈股价.旧改和降负债(680),2019-03-26
429,香港华润置地发布2018年年报(297),2019-03-26
430,香港华润置地2018年净利242亿元同比增23%(66),2019-03-26
431,香港华润置地2018全年净利润242亿元(53),2019-03-26
432,香港联合地产2018年度总收入同比升15.57%至52.16亿港...,2019-03-25
433,香港银城国际控股2018年股东应占利润同比增长5.3%至4.42...,2019-03-25
434,香港联康生物科技集团FIGURES UP及华生元土地物业权利完成...,2019-03-25
435,香港宝业集团2018年度股东应占溢利增长43.75%至8.74亿...,2019-03-25
436,港澳台人员使用公积金贷款限制取消(686),2019-03-22
437,香港宝龙地产联合腾讯搞事情预估2019年房地产行业增长率将下滑(...,2019-03-22
438,广州碧桂园发布最新年报多家大行看好未来发展(1203),2019-03-21
439,香港楼价2019年6月底或弹至2018年高位物业投资市场成交大跌...,2019-03-20
440,香港龙光地产城市更新项目货值高达2500亿元业绩持续增长可期(774),2019-03-20
441,广州碧桂园2018年总收入3790亿元回款率高达91%(1274),2019-03-19
442,香港十大租值豪宅出炉湖北首富最贵马化腾第二(1311),2019-03-19
443,香港港股短线或继续上行蓝筹股业绩成决定因素(1360),2019-03-19
444,香港将率先征收空置税有多套房的人危险了后果很严重(796),2019-03-16
445,香港华润置地2019年1-2月合约销售253.95亿元单月收购了...,2019-03-15
446,香港最大规模青年宿舍项目正式动工(444),2019-03-14
447,核心净利大增香港旭辉2019年销售目标冲刺1900亿(1113),2019-03-14
448,香港恒盛地产扭亏为盈因完工并交付使用的物业总面积增长(285),2019-03-14
449,香港驻港企业员工租房成本全球最高月均超1万美元(375),2019-03-13
450,香港楼市2019年气氛好转出现企稳迹象仍供不应求(1237),2019-03-12
451,香港国际建投涨12.98%获黑石集团溢价14.50%提全购(224),2019-03-11
452,香港九龙仓2018年收入利润销售金额齐齐下跌(1748),2019-03-07
453,香港2019年2月住宅买卖4089单合共361亿港元(286),2019-03-05
454,香港开展重建九龙城项目恒大深圳旧改一期完成建筑拆除(782),2019-03-04
455,香港二手房市场谷底反弹周末成交量上涨(495),2019-03-04
456,2018年香港奥园健康物业管理收入复合增长率高达45.93%(579),2019-03-02
457,首家香港上市内房企发布2018财报销售额升四成(516),2019-03-02
458,香港公布新一年度卖地计划将推15块住宅地皮(642),2019-03-01
459,香港官方楼价指数2019年1月微升结束5个月连跌(487),2019-02-28
460,海南海航集团旗下子公司将斥资7亿港元买下香港办公楼(104),2019-02-28
461,中资进军香港旧楼改造-深圳地产老板张腾鸿狂扫数个项目(699),2019-02-27
462,三家港股房企发行7.6亿美元票据最高利率13.5%(671),2019-02-26
463,"香港""绿置居""摇号结果公布(179)",2019-02-26
464,"2019年首批中小房企赴港IPO再遭""认购不足""魔咒(1909)",2019-02-25
465,中国穗港发展排头兵-粤海再助力建设湾区美好生活(1892),2019-02-23
466,新世界与应科院开创香港首个置业区块链跨界平台(608),2019-02-22
467,宁波银城国际拟赴港IPO发行价每股2-2.48港元(1087),2019-02-21
468,100平方米写字楼年收租145万香港租金是北京的4倍(588),2019-02-21
469,广东碧桂园牵手香港科技大学共建研究院(589),2019-02-21
470,香港新鸿基2018年商场生意额超210亿港元同比升10％(59),2019-02-18
471,香港旭辉2019年1月销售额90.1亿(547),2019-02-18
472,香港楼市看空情绪缓解深圳房价走势平稳(1289),2019-02-15
473,香港世茂房地产发行10亿美元优先票据利率6.125%(223),2019-02-14
474,香港世茂房地产拟发行10亿元优先票据(154),2019-02-14
475,香港楼价跌幅收窄看空情绪缓解(1563),2019-02-12
476,绿地香港与江苏镇江丹徒区签订合作意向协议(205),2019-02-12
477,香港华润置地计划发债39亿美元1个月房企融资已超1635亿(758),2019-02-01
478,香港港股气氛料转向审慎于28000点附近争持(462),2019-01-31
479,香港恒指继续上试28000点留意资源股炒作空间(746),2019-01-31
480,楼市放缓冲击房主香港两年来首次出现负资产住宅按揭贷款(945),2019-01-31
481,2018年香港私楼落成量达2.1万个创14年新高(274),2019-01-25
482,2018年香港私楼落成量达2.1万个创14年新高(274),2019-01-25
483,广州恒大再发30亿美元债-香港刘銮雄家族认购11亿美元(761),2019-01-25
484,香港佳源国际称公司财务稳健机构恶意做空(1099),2019-01-22
485,"香港一手楼市现""小阳春""新鸿基两小时套现逾10亿港元(1972)",2019-01-22
486,香港拟建近5万个公屋单位或可容纳18.8万人口(1006),2019-01-17
487,2018年香港新楼盘售出率逾5成两室单位销量最佳(461),2019-01-16
488,花旗称香港楼市供应严重不足楼价春节后见底(1133),2019-01-14
489,绿地香港2018年合约销售额完成全年目标94.8%(428),2019-01-13
490,居住密度最高住宅将现身香港(788),2019-01-10
491,香港特首土地供应刻不容缓加快发展棕地及研究填海(732),2019-01-08
492,"香港无意放宽""楼市辣招""研助能供款但首期不足上车客(518)",2019-01-06
493,香港共享房屋计划成效显着住户大赞邻里关系好(813),2019-01-06
494,刘銮雄旗下华人置业2018年持有中国恒大股份未变现收益减少31亿...,2019-01-03
495,香港房委会料2019年度盈余130亿港元财政稳健推行公营房屋建设...,2019-01-03
496,再度腰斩香港2018年12月住宅销售额同比暴跌53.7%(1881),2019-01-03
497,香港中泰国际预计2019年恒指达27500建议超配保险.地产等(...,2019-01-02
498,广州富力拟融资130亿全部用于还债账面资金难以支持财务成本(1383),2018-12-28
499,香港2019年1季度卖4地可建住房1860个单位(644),2018-12-28
500,2019年1月起港澳台居民可在广州缴存公积金(700),2018-12-26
501,地产行业融资端改善港股地产股集体走高(578),2018-12-19
502,香港华润置地2018年11月合同销售金额按年升45%现价涨逾3%...,2018-12-13
503,香港山顶南区2018年1-11月物业成交额破300亿港元(624),2018-12-12
504,香港特首称楼价跌幅远未及2018年升幅莫幻想政府救市(117),2018-12-10
505,香港2018年3季度3000万港元以上物业成交量同比跌近八成(259),2018-12-10
506,万科香港首个独资销售住宅累计销售逾35亿港元(374),2018-12-06
507,深圳佳兆业物业香港挂牌上市首日跌破发行价(290),2018-12-06
508,香港受惠于高铁及大桥料核心商铺租金2019年上升(654),2018-12-06
509,香港楼市2018年1-11月成交额已经超越5300亿港元(247),2018-12-05
510,香港中环办公室租金蝉联全球最贵(142),2018-12-05
511,香港2018年11月住宅销售同比腰斩(1476),2018-12-04
512,香港2018年11月住宅销售合约量价同比齐跌五成(277),2018-12-04
513,香港楼市2018年11月惨淡成交量价齐跌仅为2017年同期的一半...,2018-12-04
514,香港仲裁中心再驳回贾跃亭申请奥园更名去地产化(563),2018-11-30
515,香港弘阳地产拟发行1.8亿美元票据年利率13.5%(471),2018-11-29
516,香港楼市转弱多个二手楼盘减价逾100万港币售出(767),2018-11-28
517,香港城规会称改装工厦可作过渡性房屋为期不超5年(725),2018-11-27
518,招股规模最小房企安徽万创国际二度冲击香港IPO(1674),2018-11-27
519,香港弘阳地产2018年下半年债务增加30%拟发优先票据(485),2018-11-27
520,香港港股物业管理板块再度扩容佳兆业物业启动港股招股(1271),2018-11-27
